Player_id,Name,Age,Birth_place,Birthdate,Height,Weight,Position
129,Dwight Buycks,26.0,us,"March 6, 1989",187.5,85.5,PG
130,Dwight Howard,30.0,us,"December 8, 1985",207.5,119.25,C
131,Dwight Powell,24.0,ca,"July 20, 1991",207.5,108.0,PF
132,Dwyane Wade,,,,,,
133,Earl Barron,34.0,us,"August 14, 1981",210.0,112.5,C
134,Earl Clark,27.0,us,"January 17, 1988",205.0,101.25,PF
135,Ed Davis,26.0,us,"June 5, 1989",205.0,108.0,PF
136,Ekpe Udoh,,,,,,
137,Elfrid Payton,21.0,us,"February 22, 1994",190.0,83.25,PG
138,Elijah Millsap,,,,,,
139,Elliot Williams,,,,,,
140,Elton Brand,36.0,us,"March 11, 1979",200.0,123.75,C
141,Enes Kanter,23.0,ch,"May 20, 1992",207.5,110.25,C
142,Eric Bledsoe,26.0,us,"December 9, 1989",182.5,85.5,PG
143,Eric Gordon,27.0,us,"December 25, 1988",190.0,96.75,SG
144,Erick Green,24.0,us,"May 9, 1991",190.0,83.25,PG
145,Ersan Ilyasova,28.0,tr,"May 15, 1987",205.0,105.75,PF
146,E'Twaun Moore,26.0,us,"February 28, 1989",190.0,85.95,SG
147,Evan Fournier,23.0,fr,"October 29, 1992",197.5,92.25,SG
148,Evan Turner,26.0,ng,"October 21, 1989",207.5,114.75,C
149,Festus Ezeli,,,,,,
150,Francisco Garcia,34.0,do,"December 31, 1981",197.5,87.75,SF
151,Furkan Aldemir,24.0,tr,"August 9, 1991",205.0,108.0,PF
152,Gal Mekel,27.0,il,"March 4, 1988",187.5,85.95,PG
153,Garrett Temple,29.0,us,"May 8, 1986",195.0,87.75,SG
154,Gary Harris,21.0,us,"September 14, 1994",190.0,94.5,SG
155,Gary Neal,31.0,us,"October 3, 1984",190.0,94.5,SG
156,George Hill,29.0,us,"May 4, 1986",187.5,84.6,PG
157,Gerald Green,29.0,us,"January 26, 1986",197.5,92.25,SG
158,Gerald Henderson,28.0,us,"December 9, 1987",192.5,96.75,SG
159,Gerald Wallace,,,,,,
160,Giannis Antetokounmpo,21.0,gr,"December 6, 1994",207.5,99.9,SG
161,Gigi Datome,,,,,,
162,Glen Davis,29.0,us,"January 1, 1986",202.5,130.05,PF
163,Glen Rice,24.0,us,"January 1, 1991",195.0,92.7,SG
164,Glenn Robinson III,,,,,,
165,Goran Dragic,29.0,si,"May 6, 1986",187.5,85.5,SG
166,Gordon Hayward,25.0,us,"March 23, 1990",200.0,101.7,SF
167,Gorgui Dieng,25.0,sn,"January 18, 1990",207.5,108.45,C
168,Grant Jerrett,22.0,us,"July 8, 1993",205.0,105.75,PF
169,Greg Monroe,25.0,us,"June 4, 1990",207.5,119.25,PF
170,Greg Smith,24.0,us,"January 8, 1991",205.0,112.5,PF
171,Greg Stiemsma,30.0,us,"September 26, 1985",207.5,117.0,C
172,Greivis Vasquez,28.0,ve,"January 16, 1987",195.0,97.65,PG
173,Harrison Barnes,23.0,us,"May 30, 1992",200.0,94.5,SF
174,Hassan Whiteside,,,,,,
175,Hedo Turkoglu,,,,,,
176,Henry Sims,,,,,,
177,Henry Walker,,,,,,
178,Hollis Thompson,,,,,,
179,Ian Clark,24.0,us,"March 7, 1991",187.5,78.75,SG
180,Ian Mahinmi,29.0,fr,"November 5, 1986",207.5,112.5,C
181,Iman Shumpert,25.0,us,"June 26, 1990",192.5,99.0,SG
182,Isaiah Canaan,24.0,us,"May 21, 1991",180.0,90.45,PG
183,Isaiah Thomas,26.0,us,"February 7, 1989",172.5,83.25,PG
184,Ish Smith,,,,,,
185,J.J. Barea,31.0,pr,"June 26, 1984",180.0,83.25,PG
186,Jabari Brown,23.0,us,"December 18, 1992",190.0,96.75,SG
187,Jabari Parker,,,,,,
188,Jack Cooley,24.0,us,"April 4, 1991",202.5,117.0,PF
189,Jae Crowder,25.0,us,"July 6, 1990",195.0,105.75,SF
190,JaKarr Sampson,,,,,,
191,Jamaal Franklin,24.0,us,"July 21, 1991",192.5,85.95,SG
192,Jamal Crawford,35.0,us,"March 20, 1980",192.5,90.0,SG
193,Jameer Nelson,33.0,us,"February 9, 1982",180.0,85.5,PG
194,James Ennis III,25.0,us,"July 1, 1990",197.5,94.5,SF
195,James Harden,26.0,us,"August 26, 1989",192.5,99.0,SG
196,James Johnson,28.0,us,"February 20, 1987",202.5,112.5,PF
197,James Jones,35.0,us,"October 4, 1980",200.0,98.1,SF
198,James Michael McAdoo,22.0,us,"January 4, 1993",202.5,103.5,PF
199,James Young,,,,,,
200,JaMychal Green,25.0,us,"June 21, 1990",202.5,102.15,PF
201,Jannero Pargo,36.0,us,"October 22, 1979",182.5,78.75,PG
202,Jared Cunningham,24.0,us,"May 22, 1991",190.0,87.75,SG
203,Jared Dudley,30.0,us,"July 10, 1985",197.5,101.25,SG
204,Jared Sullinger,23.0,us,"March 4, 1992",202.5,117.0,PF
205,Jarnell Stokes,,,,,,
206,Jarrett Jack,32.0,us,"October 28, 1983",187.5,90.0,PG
207,Jason Maxiell,32.0,us,"February 18, 1983",197.5,117.0,PF
208,Jason Richardson,34.0,us,"January 20, 1981",195.0,99.0,SG
209,Jason Smith,,,,,,
210,Jason Terry,,,,,,
211,Jason Thompson,,,,,,
212,JaVale McGee,27.0,us,"January 19, 1988",210.0,121.5,C
213,Jeff Adrien,29.0,us,"February 10, 1986",197.5,110.25,PF
214,Jeff Ayres,28.0,us,"April 29, 1987",202.5,108.0,PF
215,Jeff Green,29.0,us,"August 28, 1986",202.5,105.75,SF
216,Jeff Teague,27.0,us,"June 10, 1988",185.0,83.7,PG
217,Jeff Withey,,,,,,
218,Jeffery Taylor,26.0,se,"May 23, 1989",197.5,101.25,SF
219,Jerami Grant,21.0,us,"March 12, 1994",200.0,94.5,SF
220,Jerel McNeal,28.0,us,"June 1, 1987",187.5,90.0,PG
221,Jeremy Evans,28.0,us,"October 24, 1987",202.5,90.0,SF
222,Jeremy Lamb,23.0,us,"May 30, 1992",192.5,83.25,SG
223,Jeremy Lin,27.0,us,"August 23, 1988",187.5,90.0,PG
224,Jerome Jordan,29.0,jm,"September 29, 1986",210.0,113.85,C
225,Jerrelle Benimon,24.0,us,"August 1, 1991",200.0,110.25,PF
226,Jerryd Bayless,27.0,us,"August 20, 1988",187.5,90.0,PG
227,Jimmer Fredette,26.0,us,"February 25, 1989",185.0,87.75,PG
228,Jimmy Butler,26.0,us,"September 14, 1989",197.5,99.0,SG
229,JJ Hickson,27.0,us,"September 4, 1988",202.5,108.9,C
230,JJ Redick,31.0,us,"June 24, 1984",190.0,85.5,SG
231,Joakim Noah,30.0,us,"February 25, 1985",207.5,103.5,C
232,Jodie Meeks,28.0,us,"August 21, 1987",190.0,94.5,SG
233,Joe Harris,24.0,us,"September 7, 1991",195.0,98.55,SG
234,Joe Ingles,28.0,au,"October 2, 1987",200.0,101.7,SF
235,Joe Johnson,34.0,us,"June 29, 1981",197.5,108.0,SG
236,Joel Anthony,33.0,ca,"August 9, 1982",202.5,110.25,C
237,Joel Freeland,28.0,gb,"February 7, 1987",205.0,112.5,C
238,Joey Dorsey,32.0,us,"December 16, 1983",200.0,120.6,PF
239,Joffrey Lauvergne,24.0,fr,"September 30, 1991",207.5,99.0,C
240,John Henson,25.0,us,"December 28, 1990",207.5,103.05,C
241,John Jenkins,24.0,us,"March 6, 1991",190.0,96.75,SG
242,John Lucas III,33.0,us,"November 21, 1982",177.5,74.7,PG
243,John Salmons,,,,,,
244,John Wall,,,,,,
245,Johnny O'Bryant III,22.0,us,"June 1, 1993",202.5,115.65,PF
246,Jon Leuer,26.0,us,"May 14, 1989",205.0,102.6,PF
247,Jonas Jerebko,28.0,se,"March 2, 1987",205.0,103.95,PF
248,Jonas Valanciunas,23.0,lt,"May 6, 1992",210.0,119.25,C
249,Jordan Adams,21.0,us,"July 8, 1994",192.5,94.05,SG
250,Jordan Clarkson,23.0,us,"June 7, 1992",192.5,87.3,PG
251,Jordan Farmar,29.0,us,"November 30, 1986",185.0,81.0,PG
252,Jordan Hamilton,25.0,us,"October 6, 1990",197.5,99.0,SF
253,Jordan Hill,28.0,us,"July 27, 1987",205.0,105.75,C
254,Jorge Gutierrez,27.0,mx,"December 27, 1988",187.5,85.95,PG
255,Jose Calderon,34.0,es,"September 28, 1981",187.5,90.0,PG
256,Josh McRoberts,28.0,us,"February 28, 1987",205.0,108.0,PF
257,Josh Smith,,,,,,
258,JR Smith,30.0,us,"September 9, 1985",195.0,101.25,SG
259,Jrue Holiday,25.0,us,"June 12, 1990",190.0,92.25,PG
260,Julius Randle,21.0,us,"November 29, 1994",202.5,112.5,PF
261,Justin Hamilton,25.0,us,"April 1, 1990",210.0,117.0,C
262,Justin Holiday,26.0,us,"April 5, 1989",195.0,83.25,SG
263,Jusuf Nurkic,,,,,,
264,Kalin Lucas,26.0,us,"May 24, 1989",182.5,87.75,PG
265,Kawhi Leonard,24.0,us,"June 29, 1991",197.5,103.5,SF
266,Kelly Olynyk,24.0,ca,"April 19, 1991",210.0,107.1,C
267,Kemba Walker,25.0,us,"May 8, 1990",182.5,77.4,PG
268,Kendall Marshall,24.0,us,"August 19, 1991",190.0,90.0,PG
269,Kendrick Perkins,31.0,us,"November 10, 1984",205.0,121.5,C
270,Kenneth Faried,26.0,us,"November 19, 1989",200.0,102.6,PF
271,Kent Bazemore,26.0,us,"July 1, 1989",192.5,90.45,SG
272,Kentavious Caldwell-Pope,22.0,us,"February 18, 1993",192.5,92.25,SG
273,Kenyon Martin,38.0,us,"December 30, 1977",202.5,105.3,PF
274,Kevin Durant,27.0,us,"September 29, 1988",202.5,108.0,SF
275,Kevin Garnett,39.0,us,"May 19, 1976",207.5,108.0,PF
276,Kevin Love,27.0,us,"September 7, 1988",205.0,112.95,PF
277,Kevin Martin,32.0,us,"February 1, 1983",197.5,89.55,SG
278,Kevin Seraphin,26.0,gf,"December 7, 1989",202.5,128.25,C
279,Khris Middleton,24.0,us,"August 12, 1991",200.0,105.3,SF
280,Kirk Hinrich,34.0,us,"January 2, 1981",190.0,85.5,SG
281,KJ McDaniels,22.0,us,"February 9, 1993",195.0,92.25,SG
282,Klay Thompson,25.0,us,"February 8, 1990",197.5,96.75,SG
283,Kobe Bryant,37.0,us,"August 23, 1978",195.0,95.4,SG
284,Kosta Koufos,26.0,us,"February 24, 1989",210.0,119.25,C
285,Kostas Papanikolaou,25.0,gr,"July 31, 1990",200.0,101.25,SF
286,Kris Humphries,30.0,us,"February 6, 1985",202.5,105.75,PF
287,Kyle Anderson,22.0,us,"September 20, 1993",202.5,103.5,SF
288,Kyle Korver,34.0,us,"March 17, 1981",197.5,95.4,SG
289,Kyle Lowry,29.0,us,"March 25, 1986",182.5,88.2,PG
290,Kyle O'Quinn,25.0,us,"March 26, 1990",205.0,112.5,PF
291,Kyle Singler,27.0,us,"May 4, 1988",200.0,102.6,SF
292,Kyrie Irving,23.0,au,"March 23, 1992",187.5,86.85,PG
293,LaMarcus Aldridge,30.0,us,"July 19, 1985",207.5,117.0,PF
294,Lance Stephenson,25.0,us,"September 5, 1990",192.5,103.5,SG
295,Lance Thomas,,,,,,
296,Landry Fields,27.0,us,"June 27, 1988",197.5,94.5,SF
297,Langston Galloway,24.0,us,"December 9, 1991",185.0,90.0,PG
298,Larry Drew II,25.0,us,"March 5, 1990",185.0,81.0,PG
299,Larry Sanders,,,,,,
300,Lavoy Allen,26.0,us,"February 4, 1989",202.5,117.0,C
301,Leandro Barbosa,33.0,br,"November 28, 1982",187.5,87.3,SG
302,LeBron James,31.0,us,"December 30, 1984",200.0,112.5,SF
303,Lester Hudson,31.0,us,"August 7, 1984",187.5,85.5,SG
304,Lorenzo Brown,25.0,us,"August 26, 1990",192.5,85.05,PG
305,Lou Amundson,33.0,us,"December 7, 1982",202.5,99.0,PF
306,Lou Williams,29.0,us,"October 27, 1986",182.5,78.75,SG
307,Luc Mbah a Moute,29.0,cm,"September 9, 1986",200.0,103.5,PF
308,Lucas Nogueira,23.0,br,"July 26, 1992",210.0,108.45,C
309,Luis Scola,35.0,ar,"April 30, 1980",202.5,108.0,PF
310,Luke Babbitt,26.0,us,"June 20, 1989",202.5,101.25,SF
311,Luke Ridnour,34.0,us,"February 13, 1981",185.0,78.75,PG
312,Luol Deng,30.0,ss,"April 16, 1985",202.5,99.0,SF
313,Malcolm Thomas,25.0,us,"May 22, 1990",192.5,90.0,SG
314,Manu Ginobili,38.0,ar,"July 28, 1977",195.0,92.25,SG
315,Marc Gasol,30.0,es,"January 29, 1985",212.5,114.75,C
316,Marcin Gortat,31.0,pl,"February 17, 1984",207.5,108.0,C
317,Marco Belinelli,29.0,it,"March 25, 1986",192.5,94.5,SG
318,Marcus Morris,26.0,us,"September 2, 1989",202.5,105.75,PF
319,Marcus Smart,21.0,us,"March 6, 1994",190.0,99.0,PG
320,Marcus Thornton,,,,,,
321,Mario Chalmers,29.0,us,"May 19, 1986",185.0,85.5,PG
322,Markel Brown,23.0,us,"January 29, 1992",187.5,85.5,SG
323,Markieff Morris,26.0,us,"September 2, 1989",205.0,110.25,PF
324,Marreese Speights,28.0,us,"August 4, 1987",205.0,114.75,C
325,Martell Webster,,,,,,
326,Marvin Williams,29.0,us,"June 19, 1986",202.5,106.65,PF
327,Mason Plumlee,25.0,us,"March 5, 1990",207.5,110.25,C
328,Matt Barnes,35.0,us,"March 9, 1980",197.5,101.7,SF
329,Matt Bonner,35.0,us,"April 5, 1980",205.0,105.75,PF
330,Matthew Dellavedova,25.0,au,"September 8, 1990",190.0,89.1,SG
331,Maurice Harkless,22.0,us,"May 11, 1993",202.5,96.75,SF
332,Meyers Leonard,23.0,us,"February 27, 1992",212.5,110.25,C
333,Michael Beasley,26.0,us,"January 9, 1989",202.5,105.75,SF
334,Michael Carter-Williams,24.0,us,"October 10, 1991",195.0,85.5,PG
335,Michael Kidd-Gilchrist,22.0,us,"September 26, 1993",197.5,104.4,SF
336,Mike Conley,28.0,us,"October 11, 1987",182.5,78.75,PG
337,Mike Dunleavy,35.0,us,"September 15, 1980",202.5,103.5,SF
338,Mike Miller,35.0,us,"February 19, 1980",200.0,98.1,SF
339,Mike Muscala,24.0,us,"July 1, 1991",207.5,108.0,PF
340,Mike Scott,27.0,us,"July 16, 1988",200.0,106.65,PF
341,Miles Plumlee,27.0,us,"September 1, 1988",207.5,112.05,C
342,Miroslav Raduljica,,,,,,
343,Mirza Teletovic,,,,,,
344,Mitch McGary,23.0,us,"June 6, 1992",205.0,114.75,PF
345,Mo Williams,33.0,us,"December 19, 1982",182.5,89.1,PG
346,Monta Ellis,30.0,us,"October 26, 1985",187.5,83.25,SG
347,Nate Robinson,,,,,,
348,Nate Wolters,,,,,,
349,Nazr Mohammed,38.0,us,"September 5, 1977",205.0,99.45,C
350,Nene,33.0,br,"September 13, 1982",207.5,112.5,PF
351,Nerlens Noel,21.0,us,"April 10, 1994",207.5,102.6,C
352,Nick Calathes,26.0,us,"February 7, 1989",195.0,95.85,SG
353,Nick Collison,35.0,us,"October 26, 1980",205.0,114.75,PF
354,Nick Johnson,23.0,us,"December 22, 1992",187.5,90.9,SG
355,Nick Young,,,,,,
356,Nicolas Batum,27.0,fr,"December 14, 1988",200.0,90.0,SF
357,Nik Stauskas,22.0,ca,"October 7, 1993",195.0,92.25,SG
358,Nikola Mirotic,24.0,me,"February 11, 1991",205.0,99.0,PF
359,Nikola Pekovic,,,,,,
360,Nikola Vucevic,25.0,ch,"October 24, 1990",210.0,117.0,C
361,Noah Vonleh,20.0,us,"August 24, 1995",205.0,108.0,PF
362,Norris Cole,27.0,us,"October 13, 1988",185.0,78.75,PG
363,O.J. Mayo,28.0,us,"November 5, 1987",192.5,94.5,SG
364,Ognjen Kuzmic,25.0,ba,"May 16, 1990",212.5,112.95,C
365,Omer Asik,29.0,tr,"July 4, 1986",210.0,114.75,C
366,Omri Casspi,27.0,il,"June 22, 1988",202.5,101.25,SF
367,Otto Porter Jr.,22.0,us,"June 3, 1993",200.0,89.1,SF
368,Pablo Prigioni,38.0,ar,"May 17, 1977",187.5,83.25,PG
369,Patrick Beverley,27.0,us,"July 12, 1988",182.5,83.25,PG
370,Patrick Christopher,27.0,us,"June 3, 1988",192.5,94.05,SG
371,Patrick Patterson,,,,,,
372,Patty Mills,27.0,au,"August 11, 1988",180.0,83.25,PG
373,Pau Gasol,35.0,es,"July 6, 1980",210.0,112.5,PF
374,Paul George,25.0,us,"May 2, 1990",202.5,99.0,SF
375,Paul Millsap,30.0,us,"February 10, 1985",200.0,110.7,PF
376,Paul Pierce,38.0,us,"October 13, 1977",197.5,105.75,SF
377,Pero Antic,33.0,mk,"July 29, 1982",207.5,117.0,PF
378,Perry Jones III,24.0,us,"September 24, 1991",207.5,105.75,SF
379,Phil Pressey,24.0,us,"February 17, 1991",177.5,78.75,PG
380,PJ Hairston,23.0,us,"December 24, 1992",195.0,103.5,SG
381,PJ Tucker,,,,,,
382,Quincy Acy,25.0,us,"October 6, 1990",197.5,108.0,PF
383,Quincy Miller,23.0,us,"November 18, 1992",202.5,94.5,PF
384,Quincy Pondexter,27.0,us,"March 10, 1988",197.5,99.0,SF
385,Rajon Rondo,29.0,us,"February 22, 1986",182.5,83.7,PG
386,Ramon Sessions,29.0,us,"April 11, 1986",187.5,85.5,PG
387,Randy Foye,32.0,us,"September 24, 1983",190.0,95.85,SG
388,Rasual Butler,36.0,us,"May 23, 1979",197.5,96.75,SF
389,Ray McCallum,24.0,us,"June 12, 1991",187.5,85.5,PG
390,Raymond Felton,31.0,us,"June 26, 1984",182.5,92.25,PG
391,Reggie Bullock,24.0,us,"March 16, 1991",197.5,92.25,SF
392,Reggie Evans,35.0,us,"May 18, 1980",200.0,110.25,PF
393,Reggie Jackson,25.0,it,"April 16, 1990",187.5,93.6,PG
394,Reggie Williams,,,,,,
395,Richard Jefferson,35.0,us,"June 21, 1980",197.5,104.85,SF
396,Ricky Ledo,,,,,,
397,Ricky Rubio,23.0,us,"September 10, 1992",197.5,87.75,SG
398,Robbie Hummel,26.0,us,"March 8, 1989",200.0,96.75,SF
399,Robert Covington,25.0,us,"December 14, 1990",202.5,96.75,SF
400,Robert Sacre,,,,,,
401,Robin Lopez,27.0,us,"April 1, 1988",210.0,114.75,C
402,Rodney Hood,23.0,us,"October 20, 1992",200.0,92.7,SG
403,Rodney Stuckey,29.0,us,"April 21, 1986",192.5,94.5,PG
404,Ronnie Price,32.0,us,"June 21, 1983",185.0,85.5,PG
405,Ronny Turiaf,,,,,,
406,Roy Hibbert,29.0,us,"December 11, 1986",215.0,121.5,C
407,Rudy Gay,29.0,us,"August 17, 1986",200.0,103.5,SF
408,Rudy Gobert,23.0,fr,"June 26, 1992",212.5,110.25,C
409,Russ Smith,24.0,us,"April 19, 1991",180.0,74.25,PG
410,Russell Westbrook,,,,,,
411,Ryan Anderson,27.0,us,"May 6, 1988",205.0,108.0,PF
412,Ryan Hollins,31.0,us,"October 10, 1984",210.0,108.0,C
413,Ryan Kelly,24.0,us,"April 9, 1991",207.5,103.5,PF
